SYNTAX	DESCRIPTION	CLASS	TYPE	GROUP	CATEGORY	KEYWORDS	TIO	DOCS
n27=: (<<<$0){y	All but items ... none; i.e. all items	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n28=: (<<a:){y	All items	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n29=: (<1 3 2;3){y	y[1 3 2;3;;...;]in APL (0-origin)	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n30=: (<(<1 3 2);3){y	y[(i.#y)-.1 3 2;3;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n31=: (<(<1 3);3){y	y[(i.#y)-.1 3;3;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n32=: (<(<1);3){y	y[(i.#y)-.1;3;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n33=: (<(<$0);3){y	y[(i.#y)-.$0;3;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n34=: (<(<$0);3){y	y[;3;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n35=: (<a:;3){y	y[;3;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n36=: 4{"_1 y	y[;4;;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n37=: (<a:;a:;5){y	y[;;5;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n38=: 5{"_2 y	y[;;5;...;]	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n39=: (<1 2){y	Abbreviated (fewer indices than axes)	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n40=: _2{y	Negative	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n41=: (<<<3){y	Complementary	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
n42=: (1 2;3 2;0 _2){y	Scattered (non-scalar left argument)	Primitive	Array		Expression		https://tio.run/##jZVfb9owFMXf@RRXKw@gQZQ4CbSEaWJ7mjRVk7a3qooMNWAaTJWErhEfnt5rJ@QPDTQiEvj8zsXx8XU2x6Oyv00gw1taHvgwgjHgdf/Dglkc8wz2iXgCqUC88e1LJJKOchDuTQdTt3/ICvZXKrbgwm4JWUcxA7TqrtZbZQ9lt0Xz8/8OnYr731pAxJMUJKEEQk9/DR39q99RI@O7akvW/EWYZUDXWLuumDrqFrHQuczcUanQ@XqTXSnmUB52nVnKuAHpDIZnxc5BysIFG0JWLUprmpzGC5ZykXh/Z@B27UO3xNWTXIjko71AYW3IA87nDJTgMxnG0GWfs5jwZLAJnivPmz3okeAR4dmf36B2KU/lTqHB5OYELHBrBj0SPCJxa4gBG7QRd4YAXIuPCWZrYiobc8KLVNMl00FdHqBuWZYmdJtc0E2b4BRcYP1mdnoUIc9AZ9QsimC@N3uhpP2SvsQiOSrIdg6pcU517VYMnwajUSLAA0ZYwFHUArpNCFM@aZgLvYgA594M0ozla5VvgJ493MVyJRV2rmvCyd39hr0nLWydoVUvgy6ndF3wVB2scLTyVdrNaVyvFrxrV3mvla9SJlU@uYBQnN7hCx6IVcArgXFRAz9@vUzgnyhKzMcyDFqAU9dUI53PY/EqeYqN3VuK/yLG/jbNnq65Av4mEozMo8hCVvruxQob@lWglDdT7Z3xc0fnw1aolMf01tBJOJQn3nSwVdi/C56mIqYJ4F4cJgse8RgisUyBx6s9Fel3jsd3	https://www.jsoftware.com/help/phrases/indexing.htm
